회사명,종목코드,상장일,결산년도,결산월,업종,자산,부채,자본,매출액(수익),증감률,영업이익,증감률,당기순이익,증감률
중앙디앤엠,051980,2001-07-31,2021,12월,플라스틱제품 제조업,"50,506,211","13,659,603","36,846,609","8,624,447",39,"-4,324,060",30,"-17,245,562",-49
세아홀딩스,058650,2001-07-30,2021,12월,1차 철강 제조업,"1,048,150,272","126,207,598","921,942,675","53,192,791",-25,"38,688,852",-30,"-37,825,092",-232
파인디앤씨,049120,2001-07-26,2021,12월,전자부품 제조업,"105,464,955","64,302,663","41,162,292","28,833,125",-46,"-8,112,734",-55,"-19,535,247",-72
CJ프레시웨이,051500,2001-07-26,2021,12월,음·식료품 및 담배 도매업,"1,158,713,843","945,596,812","213,117,031","1,859,988,638",-3,"38,598,229",426,"-2,398,885",92
큐앤에스,052880,2001-07-24,-,-,기타 사업지원 서비스업,0,0,0,0,0,0,0,0,0
한텔,041940,2001-07-24,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
디지아이,043360,2001-07-20,2021,12월,컴퓨터 및 주변장치 제조업,"49,549,283","4,097,749","45,451,534","14,589,088",-5,"-1,424,224",-419,"-626,193",-191
액티투오,047710,2001-07-20,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
코아에스앤아이,052350,2001-07-20,-,-,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
엔에스아이,053250,2001-07-20,-,-,,0,0,0,0,0,0,0,0,0
LG석유화학,012990,2001-07-18,-,-,,0,0,0,0,0,0,0,0,0
모보,051810,2001-07-18,-,-,절연선 및 케이블 제조업,0,0,0,0,0,0,0,0,0
한네트,052600,2001-07-10,2021,12월,전기 통신업,"48,858,637","13,834,327","35,024,310","23,084,316",-5,"1,465,278",4,"1,425,654",14
삼성수산,052560,2001-07-10,-,-,어로 어업,0,0,0,0,0,0,0,0,0
자유투어,046840,2001-07-10,-,-,여행사 및 기타 여행보조 서비스업,0,0,0,0,0,0,0,0,0
코텍,052330,2001-07-10,2021,12월,영상 및 음향기기 제조업,"335,496,088","58,708,339","276,787,748","212,912,581",14,"-14,232,754",-364,"-33,847,732","-4,724"
에스티큐브,052020,2001-07-05,2021,12월,기계장비 및 관련 물품 도매업,"39,262,616","8,743,743","30,518,873","7,926,018",-21,"-14,449,064",-94,"-17,174,375",-55
티에스넥스젠,043220,2001-07-03,2021,12월,특수 목적용 기계 제조업,"98,999,176","53,785,074","45,214,102","18,550,043",-18,"-5,215,570",-467,"-4,770,006","-1,033"
굿이엠지,051530,2001-07-03,-,-,오디오물 출판 및 원판 녹음업,0,0,0,0,0,0,0,0,0
테크메이트,043690,2001-06-28,-,-,,0,0,0,0,0,0,0,0,0
스카이문스테크놀로지,033790,2001-06-26,2021,12월,통신 및 방송 장비 제조업,"24,869,807","3,391,987","21,477,820","11,188,199",-55,"2,126,003",245,"2,053,176",347
큐로홀딩스,051780,2001-06-26,2021,12월,음·식료품 및 담배 소매업,"51,573,127","13,230,517","38,342,610","53,596,904",73,"5,778,353",147,"2,718,352",122
세라온,050600,2001-06-21,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
세영디앤씨,052190,2001-06-21,-,-,창작 및 예술관련 서비스업,0,0,0,0,0,0,0,0,0
비엔디,047940,2001-06-21,-,-,동물용 사료 및 조제식품 제조업,0,0,0,0,0,0,0,0,0
아이비진,039060,2001-06-19,-,-,의료용품 및 기타 의약 관련제품 제조업,0,0,0,0,0,0,0,0,0
테스텍,048510,2001-06-14,-,-,특수 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
나라엠앤디,051490,2001-06-12,2021,12월,특수 목적용 기계 제조업,"140,557,016","70,408,249","70,148,767","91,261,483",2,"-1,009,084",60,"-921,169",48
우전,052270,2001-06-05,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
트레이스,052290,2001-05-31,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
에코바이오,038870,2001-05-29,2021,12월,사업시설 유지·관리 서비스업,"94,809,994","24,253,335","70,556,659","16,116,313",-1,"823,572",-70,"6,959,290",78
에프아이투어,047370,2001-05-29,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
에이텍,045660,2001-05-24,2021,12월,컴퓨터 및 주변장치 제조업,"98,154,975","10,393,493","87,761,482","70,337,745",-28,"3,049,450",-51,"6,136,235",-29
H1바이오,052310,2001-05-24,-,-,창작 및 예술관련 서비스업,0,0,0,0,0,0,0,0,0
대아티아이,045390,2001-05-17,2021,12월,기타 전기장비 제조업,"176,002,204","69,247,386","106,754,818","116,211,053",2,"10,232,012",33,"7,551,862",12
현대바이오랜드,052260,2001-05-17,2021,12월,기타 화학제품 제조업,"151,751,706","23,221,853","128,529,853","94,950,603",14,"15,182,546",332,"-6,423,465",45
캠시스,050110,2001-05-17,2021,12월,전자부품 제조업,"249,927,485","155,467,574","94,459,911","386,424,287",-33,"1,939,827",-44,"-18,174,052",-18
현주컴퓨터,038960,2001-05-15,-,-,,0,0,0,0,0,0,0,0,0
케이엔티,036590,2001-05-10,-,-,,0,0,0,0,0,0,0,0,0
세아메탈,033020,2001-05-10,-,-,,0,0,0,0,0,0,0,0,0
넷웨이브,047730,2001-05-10,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
SFA반도체,036540,2001-05-02,2021,12월,반도체 제조업,"500,600,648","197,075,432","303,525,216","604,322,126",11,"47,137,852",133,"38,805,433",345
태광이엔시,048140,2001-04-26,-,-,"전동기,발전기 및 전기변환·공급·제어장치 제조업",0,0,0,0,0,0,0,0,0
LG화학,051910,2001-04-25,2021,12월,기초 화학물질 제조업,"30,929,152,000","12,144,275,000","18,784,877,000","20,471,044,000",-1,"3,019,160,000",170,"2,514,263,000","2,659"
LG생활건강,051900,2001-04-25,2021,12월,기타 화학제품 제조업,"5,112,381,321","891,067,262","4,221,314,060","4,956,147,582",12,"980,044,257",24,"607,236,086",-1
MTRON,046320,2001-04-10,-,-,기계장비 및 관련 물품 도매업,0,0,0,0,0,0,0,0,0
대우건설,047040,2001-03-23,2021,12월,건물 건설업,"9,192,699,187","6,468,101,092","2,724,598,095","8,085,719,645",5,"572,905,327",51,"356,917,295",101
포스코인터내셔널,047050,2001-03-23,2021,12월,상품 중개업,"9,144,514,594","6,001,763,006","3,142,751,588","30,527,682,713",58,"365,563,651",-13,"201,230,501",-1
소프트윈,049790,2001-02-13,-,-,,0,0,0,0,0,0,0,0,0
대우조선해양,042660,2001-02-02,2021,12월,선박 및 보트 건조업,"10,440,796,983","8,313,147,253","2,127,649,730","4,485,486,216",-36,"-1,736,267,020","-1,239","-1,673,121,344","-1,560"
현대두산인프라코어,042670,2001-02-02,2021,12월,특수 목적용 기계 제조업,"3,503,272,219","2,412,266,467","1,091,005,752","3,618,065,170",33,"190,710,087",113,"294,341,047",877
삼표시멘트,038500,2001-02-01,2021,12월,기타 비금속 광물제품 제조업,"1,186,648,736","563,495,685","623,153,050","550,474,072",2,"27,315,496",-48,"11,707,351",-46
쌈지,033260,2001-02-01,-,-,"가죽, 가방 및 유사제품 제조업",0,0,0,0,0,0,0,0,0
진양화학,051630,2001-01-29,2021,12월,플라스틱제품 제조업,"33,655,064","8,263,266","25,391,798","34,785,241",-19,"-3,856,328","-2,065","-2,212,663",-367
조광ILI,044060,2001-01-18,2021,12월,일반 목적용 기계 제조업,"130,153,162","42,475,379","87,677,783","31,462,800",-8,"5,080,892",-26,"1,828,429",163
3SOFT,036360,2001-01-18,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
유일엔시스,038720,2001-01-18,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
피에스엠씨,024850,2001-01-18,2021,03월,전자부품 제조업,"27,583,708","11,111,509","16,472,199","26,914,135",6,"307,412",-50,"-4,735,894",-363
SM C&C,048550,2001-01-18,2021,12월,광고업,"321,575,972","222,196,776","99,379,196","139,748,707",7,"1,233,970",128,"-8,782,875",37
승일,049830,2001-01-18,2021,12월,기타 금속 가공제품 제조업,"180,893,065","35,908,924","144,984,141","147,274,737",10,"3,858,106","1,104","3,879,078",382
코메론,049430,2001-01-16,2021,12월,"측정,시험,항해,제어및기타정밀기기제조;광학기기제외","183,990,252","14,568,631","169,421,620","75,951,682",28,"16,074,824",9,"18,359,824",48
대한바이오링크,041500,2001-01-16,-,-,,0,0,0,0,0,0,0,0,0
TPC,048770,2001-01-16,2021,12월,일반 목적용 기계 제조업,"101,803,236","65,047,598","36,755,638","72,947,840",-4,"1,486,497",-19,"1,606,294",-58
성광벤드,014620,2001-01-11,2021,12월,1차 철강 제조업,"465,072,043","35,574,849","429,497,194","117,159,661",-30,"-6,945,289",-263,"-2,017,677",-172
모디아,046000,2001-01-11,-,-,,0,0,0,0,0,0,0,0,0
세계투어,047600,2001-01-11,-,-,여행사 및 기타 여행보조 서비스업,0,0,0,0,0,0,0,0,0
카카오M,016170,2001-01-11,-,-,기록매체 복제업,0,0,0,0,0,0,0,0,0
동부CNI,044640,2001-01-11,-,-,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
알이엔,023670,2001-01-11,-,-,절연선 및 케이블 제조업,0,0,0,0,0,0,0,0,0
케이디엠,027560,2001-01-11,-,-,,0,0,0,0,0,0,0,0,0
삼화네트웍스,046390,2001-01-11,2021,12월,"영화, 비디오물, 방송프로그램 제작 및 배급업","70,406,145","27,341,743","43,064,402","32,512,201",16,"7,554,913","1,909","8,494,642",276
블루베리 NFT,044480,2001-01-11,2021,12월,고무제품 제조업,"68,357,506","22,108,348","46,249,159","12,525,340",6,"-3,488,478","-1,818","-29,489,221",-10
유라테크,048430,2001-01-11,2021,12월,"전동기,발전기 및 전기변환·공급·제어장치 제조업","134,139,479","22,913,057","111,226,422","178,913,758",2,"1,208,404",170,"3,993,724",-34
삼현철강,017480,2001-01-09,2021,12월,1차 철강 제조업,"212,140,777","36,070,032","176,070,744","322,146,869",43,"33,148,769",284,"25,395,535",228
엠엔에프씨,048640,2001-01-09,-,-,플라스틱제품 제조업,0,0,0,0,0,0,0,0,0
오픈베이스,049480,2001-01-09,2021,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","97,525,585","35,493,133","62,032,452","74,679,938",23,"3,771,788",40,"3,387,676",49
오로라,039830,2001-01-03,2021,12월,전문디자인업,"316,052,960","211,266,364","104,786,596","119,935,259",16,"4,038,432",-49,"2,474,795",-65
예당,049000,2001-01-03,-,-,오디오물 출판 및 원판 녹음업,0,0,0,0,0,0,0,0,0
라온시큐어,042510,2001-01-03,2021,12월,소프트웨어 개발 및 공급업,"61,208,158","34,693,723","26,514,435","31,447,624",10,"-1,739,072",49,"-9,001,468",25
KCI,036670,2001-01-03,2021,12월,기타 화학제품 제조업,"97,368,840","14,796,199","82,572,641","81,501,153",11,"12,443,152",-11,"10,155,282",-4
코다코,046070,2000-12-26,2021,12월,자동차 신품 부품 제조업,"310,906,927","262,278,045","48,628,882","206,306,996",10,"2,600,962",514,"6,887,862",149
금화피에스시,036190,2000-12-26,2021,12월,전기 및 통신 공사업,"275,117,294","22,559,419","252,557,875","205,982,209",0,"21,171,800",-12,"22,302,495",3
LG마이크론,016990,2000-12-21,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
유아이에너지,050050,2000-12-21,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
인바디,041830,2000-12-14,2021,12월,의료용 기기 제조업,"178,518,919","7,292,472","171,226,447","89,583,220",25,"32,385,539",47,"27,153,733",63
엑큐리스,048460,2000-12-14,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
월드텔레콤,047610,2000-12-12,-,-,,0,0,0,0,0,0,0,0,0
고려제약,014570,2000-12-07,2021,12월,의약품 제조업,"88,612,611","11,922,709","76,689,902","74,465,727",11,"11,266,187",2,"9,042,318",22
더존디지털,045380,2000-12-07,-,-,소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,0
헤파호프,039350,2000-12-07,-,-,의료용품 및 기타 의약 관련제품 제조업,0,0,0,0,0,0,0,0,0
크린앤사이언스,045520,2000-12-05,2021,12월,일반 목적용 기계 제조업,"117,640,834","74,471,685","43,169,149","121,211,771",-19,"-2,853,559",-115,"-7,538,709",-155
벨로체피아노,040750,2000-12-05,-,-,,0,0,0,0,0,0,0,0,0
포스코 ICT,022100,2000-11-28,2021,12월,"건축기술, 엔지니어링 및 관련 기술 서비스업","628,143,764","274,578,219","353,565,545","839,245,467",-10,"-21,675,055",-190,"-15,533,720",-253
동원F&B,049770,2000-11-23,2021,12월,기타 식품 제조업,"1,330,982,099","668,848,894","662,133,205","1,770,772,551",0,"87,026,214",3,"60,829,098",15
이앤텍,047450,2000-11-23,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
럭슬,033600,2000-11-21,-,-,자동차 신품 부품 제조업,0,0,0,0,0,0,0,0,0
이글벳,044960,2000-11-16,2021,12월,기타 전문 도매업,"52,600,943","11,771,361","40,829,582","40,436,845",0,"4,193,319",19,"3,637,834",48
KD,044180,2000-11-16,2021,12월,건물 건설업,"190,481,813","155,562,928","34,918,884","13,906,011",-14,"-10,007,668",-74,"-10,529,753",-43
엔써,037750,2000-11-09,-,-,,0,0,0,0,0,0,0,0,0
에스브이에이치,046240,2000-11-07,-,-,소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,0
아즈텍WB,032080,2000-10-26,2021,12월,"섬유제품 염색, 정리 및 마무리 가공업","144,715,453","34,023,348","110,692,105","36,353,883",0,"-376,931",82,"11,540,949",217
두산에너빌리티,034020,2000-10-25,2021,12월,일반 목적용 기계 제조업,"14,031,871,119","8,330,286,784","5,701,584,335","3,592,881,974",4,"135,285,070",128,"26,601,047",101
오리콤,010470,2000-10-24,2021,12월,광고업,"144,598,333","67,223,750","77,374,583","102,099,904",23,"3,872,736","2,804","2,470,381",393
위닉스,044340,2000-10-24,2021,12월,가정용 기기 제조업,"319,935,262","140,846,798","179,088,463","315,872,478",-12,"7,468,077",-86,"5,349,082",-86
상지카일룸,042940,2000-10-19,2021,12월,건물 건설업,"90,649,335","15,685,869","74,963,465","12,435,189",-27,"-3,258,979",-35,"-28,782,201","-2,969"
퓨쳐비젼,042570,2000-10-19,-,-,영상 및 음향기기 제조업,0,0,0,0,0,0,0,0,0
한국내화,010040,2000-10-16,2021,12월,"내화, 비내화 요업제품 제조업","318,433,534","65,746,531","252,687,002","218,025,767",7,"9,648,710",86,"6,743,760",357
엔피케이,048830,2000-10-12,2021,12월,합성고무 및 플라스틱 물질 제조업,"74,117,434","28,916,453","45,200,982","58,637,606",0,"3,184,010",84,"2,572,316",38
VK,048760,2000-10-12,-,-,,0,0,0,0,0,0,0,0,0
화림모드,045920,2000-10-06,-,-,,0,0,0,0,0,0,0,0,0
삼천당제약,000250,2000-10-04,2021,12월,의약품 제조업,"222,307,930","81,684,212","140,623,717","120,866,914",2,"-24,995,815",-160,"-18,628,011",-216
덴소풍성,047060,2000-09-08,-,-,,0,0,0,0,0,0,0,0,0
에이치케이,044780,2000-09-07,2021,12월,특수 목적용 기계 제조업,"84,721,969","30,861,817","53,860,152","60,143,889",24,"2,366,788",43,"3,491,783",198
정원엔시스,045510,2000-09-07,2021,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","83,904,441","43,187,621","40,716,820","135,753,302",-1,"590,817",-50,"812,338",8
한양이엔지,045100,2000-08-31,2021,12월,"건축기술, 엔지니어링 및 관련 기술 서비스업","536,377,346","195,531,360","340,845,986","736,959,362",17,"44,387,321",19,"35,511,001",6
케이엠에스,038830,2000-08-31,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
에쎈테크,043340,2000-08-29,2021,12월,일반 목적용 기계 제조업,"86,722,692","62,559,634","24,163,058","56,595,681",13,"-547,263",-166,"-2,713,402",-624
누리플렉스,040160,2000-08-29,2021,12월,소프트웨어 개발 및 공급업,"134,448,030","64,661,253","69,786,777","32,364,823",-52,"-4,828,038",-370,"4,107,969","1,257"
이오테크닉스,039030,2000-08-24,2021,12월,특수 목적용 기계 제조업,"497,109,625","79,927,391","417,182,234","356,417,614",16,"66,904,012",62,"65,724,794",112
에듀아크,046350,2000-08-24,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
중앙바이오텍,015170,2000-08-24,-,-,의료용품 및 기타 의약 관련제품 제조업,0,0,0,0,0,0,0,0,0
AD모터스,038120,2000-08-24,-,-,자동차용 엔진 및 자동차 제조업,0,0,0,0,0,0,0,0,0
국순당,043650,2000-08-24,2021,12월,알코올음료 제조업,"244,356,303","20,261,776","224,094,527","61,741,325",22,"8,341,701",63,"16,884,403",9
엘컴텍,037950,2000-08-24,2021,12월,전자부품 제조업,"66,094,841","5,439,895","60,654,945","45,211,941",25,"4,780,841",268,"4,857,597",131
상상인,038540,2000-08-18,2021,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","275,655,913","27,727,386","247,928,527","60,899,262",-37,"5,549,205",-85,"5,982,337",-85
KEPS,046810,2000-08-18,-,-,,0,0,0,0,0,0,0,0,0
와이즈파워,040670,2000-08-18,-,-,일차전지 및 축전지 제조업,0,0,0,0,0,0,0,0,0
피케이엘,039870,2000-08-18,-,-,,0,0,0,0,0,0,0,0,0
타임,046930,2000-08-18,-,-,,0,0,0,0,0,0,0,0,0
서울제약,018680,2000-08-18,2021,12월,의약품 제조업,"62,250,025","43,292,371","18,957,654","40,462,650",-22,"-5,713,492",-193,"-9,688,582",-622
파나진,046210,2000-08-16,2021,12월,의료용품 및 기타 의약 관련제품 제조업,"31,909,402","2,065,805","29,843,597","15,600,834",-4,"4,164,847",-19,"4,967,429",1
나노엔텍,039860,2000-08-16,2021,12월,의료용 기기 제조업,"65,955,525","9,354,938","56,600,587","34,234,449",24,"5,596,330",62,"7,643,082",190
오공,045060,2000-08-10,2021,12월,기타 화학제품 제조업,"94,166,654","19,556,211","74,610,443","65,407,290",14,"2,942,431",-29,"3,013,840",-23
한빛방송,043890,2000-08-10,-,-,텔레비전 방송업,0,0,0,0,0,0,0,0,0
솔고바이오,043100,2000-08-08,2021,12월,의료용 기기 제조업,"49,179,060","19,647,280","29,531,780","16,403,535",-1,"-4,516,991",-514,"-4,830,657",-386
씨엔씨엔터,038420,2000-08-08,-,-,,0,0,0,0,0,0,0,0,0
현대정보기술,026180,2000-08-08,-,-,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
보홍,041320,2000-08-08,-,-,기계장비 및 관련 물품 도매업,0,0,0,0,0,0,0,0,0
비츠로테크,042370,2000-08-03,2021,12월,기타 금융업,"121,148,474","11,526,354","109,622,120","15,020,099",-60,"4,275,930",-2,"3,490,346",-2
솔빛미디어,044440,2000-08-03,-,-,,0,0,0,0,0,0,0,0,0
코아시아,045970,2000-08-03,2021,12월,반도체 제조업,"216,358,718","85,050,587","131,308,130","115,815,889",-58,"2,750,380",83,"-5,070,600",28
정상제이엘에스,040420,2000-08-01,2021,12월,일반 교습 학원,"110,987,257","39,141,218","71,846,039","101,129,659",20,"17,530,669",94,"13,568,672",110
진양제약,007370,2000-07-27,2021,12월,의약품 제조업,"98,501,761","33,183,979","65,317,782","62,839,163",28,"6,963,647",96,"9,537,661",159
스톰이앤에프,043680,2000-07-27,-,-,"영화, 비디오물, 방송프로그램 제작 및 배급업",0,0,0,0,0,0,0,0,0
에이프로테크놀로지,045470,2000-07-27,-,-,"측정,시험,항해,제어및기타정밀기기제조;광학기기제외",0,0,0,0,0,0,0,0,0
윌텍정보통신,039390,2000-07-25,-,-,,0,0,0,0,0,0,0,0,0
동양텔레콤,007150,2000-07-25,-,-,영상 및 음향기기 제조업,0,0,0,0,0,0,0,0,0
3R,037730,2000-07-25,-,-,,0,0,0,0,0,0,0,0,0
위노바,039790,2000-07-25,-,-,기타 화학제품 제조업,0,0,0,0,0,0,0,0,0
넥슨지티,041140,2000-07-25,-,-,소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,0
지니뮤직,043610,2000-07-20,2021,12월,"자료처리,호스팅,포털 및 기타인터넷정보매개서비스업","287,040,790","109,808,982","177,231,809","243,953,691",-1,"13,109,897",14,"14,247,868",50
동양매직,023020,2000-07-20,-,-,가정용 기기 제조업,0,0,0,0,0,0,0,0,0
대양글로벌,040180,2000-07-20,-,-,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
인네트,041450,2000-07-20,-,-,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
진성티이씨,036890,2000-07-20,2021,12월,특수 목적용 기계 제조업,"226,342,405","86,011,541","140,330,864","327,838,610",62,"14,283,490",34,"10,473,459",2
현대에이치티,039010,2000-07-20,2021,12월,통신 및 방송 장비 제조업,"114,361,714","21,363,741","92,997,973","95,928,422",-7,"4,851,355",-43,"9,038,905",-1
삼아제약,009300,2000-07-19,2021,12월,의약품 제조업,"189,157,119","17,120,758","172,036,361","54,666,375",1,"6,084,407",54,"3,391,528","2,688"
심스밸리,042470,2000-07-19,-,-,,0,0,0,0,0,0,0,0,0
파루,043200,2000-07-19,2021,12월,"전동기,발전기 및 전기변환·공급·제어장치 제조업","68,470,848","38,775,931","29,694,917","43,122,587",5,"-2,024,296",85,"-1,957,626",91
에스씨디,042110,2000-07-13,2021,12월,가정용 기기 제조업,"153,026,907","51,099,995","101,926,912","187,353,025",6,"7,778,579",111,"5,820,848",81
이론테크,034980,2000-07-13,-,-,,0,0,0,0,0,0,0,0,0
조이토토,044370,2000-07-13,-,-,유원지 및 기타 오락관련 서비스업,0,0,0,0,0,0,0,0,0
사라콤,040020,2000-07-13,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
쎄라텍,041550,2000-07-11,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
태창파로스,039850,2000-07-11,-,-,음·식료품 및 담배 도매업,0,0,0,0,0,0,0,0,0
어울림 네트,042820,2000-07-11,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
창민테크,042960,2000-07-11,-,-,,0,0,0,0,0,0,0,0,0
JS,037110,2000-07-11,-,-,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
한국정보공학,039740,2000-07-06,2021,12월,기타 전문 도매업,"69,653,218","27,257,897","42,395,321","158,016,504",-7,"1,256,188",151,"2,810,915",187
지이엔에프,038920,2000-07-06,-,-,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,0,0,0,0,0,0,0,0
피코소프트,039580,2000-07-06,-,-,,0,0,0,0,0,0,0,0,0
이지클럽,038980,2000-07-04,-,-,,0,0,0,0,0,0,0,0,0
지앤알,043630,2000-07-04,-,-,"전동기,발전기 및 전기변환·공급·제어장치 제조업",0,0,0,0,0,0,0,0,0
국민카드,031150,2000-07-04,-,-,,0,0,0,0,0,0,0,0,0
디오,039840,2000-06-29,2021,12월,의료용 기기 제조업,"296,868,124","116,015,949","180,852,175","102,663,557",33,"27,196,224",-23,"25,016,081",155
에이엠에스,044770,2000-06-29,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
에이스일렉,038690,2000-06-29,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
네오위즈홀딩스,042420,2000-06-27,2021,12월,소프트웨어 개발 및 공급업,"287,823,477","1,740,130","286,083,347","835,604",-15,"-1,164,826",-57,"5,059,528",244
블루스톤,033720,2000-06-27,-,-,소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,0
에코페트로시스템,042870,2000-06-27,-,-,상품 종합 도매업,0,0,0,0,0,0,0,0,0
호성,035870,2000-06-27,-,-,,0,0,0,0,0,0,0,0,0
유니씨앤티,040780,2000-06-27,-,-,,0,0,0,0,0,0,0,0,0
다산네트웍스,039560,2000-06-22,2021,12월,통신 및 방송 장비 제조업,"271,126,293","54,912,654","216,213,638","32,119,053",1,"1,521,057",613,"4,919,337",-3
대국,042340,2000-06-22,-,-,상품 종합 도매업,0,0,0,0,0,0,0,0,0
에이아이비트,039230,2000-06-22,-,-,"측정,시험,항해,제어및기타정밀기기제조;광학기기제외",0,0,0,0,0,0,0,0,0
바이오스마트,038460,2000-06-22,2021,12월,전자부품 제조업,"137,964,693","48,488,466","89,476,227","69,043,929",14,"8,259,021",49,"-6,346,802",-187
우리기술,032820,2000-06-22,2021,12월,"전동기,발전기 및 전기변환·공급·제어장치 제조업","135,570,450","58,811,302","76,759,148","29,244,140",-11,"6,157,050",184,"5,102,018",409
제일창투,026540,2000-06-20,-,-,신탁업 및 집합투자업,0,0,0,0,0,0,0,0,0
안국약품,001540,2000-06-15,2021,12월,의약품 제조업,"198,710,726","59,230,633","139,480,093","151,043,414",14,"191,914",-71,"1,129,276",137
옥션,043790,2000-06-15,-,-,,0,0,0,0,0,0,0,0,0
한림창투,021060,2000-06-15,-,-,신탁업 및 집합투자업,0,0,0,0,0,0,0,0,0
플러스프로핏,036660,2000-06-15,-,-,"영화, 비디오물, 방송프로그램 제작 및 배급업",0,0,0,0,0,0,0,0,0
코아정보,039990,2000-06-13,-,-,기계장비 및 관련 물품 도매업,0,0,0,0,0,0,0,0,0
세중,039310,2000-06-09,2021,12월,여행사 및 기타 여행보조 서비스업,"132,146,500","44,765,768","87,380,731","72,414,397","2,374","2,558,063",250,"2,057,567",323
우리기술투자,041190,2000-06-09,2021,12월,기타 금융업,"919,280,939","191,490,588","727,790,351",0,0,"793,507,225","2,108","620,087,515","2,104"
골드퍼시픽,038530,2000-06-09,2021,12월,생활용품 도매업,"87,388,934","24,404,597","62,984,337","8,722,064",69,"-4,780,315",-447,"-19,466,291","-1,199"
아라온테크,041060,2000-06-07,-,-,특수 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
HRS,036640,2000-05-30,2021,12월,합성고무 및 플라스틱 물질 제조업,"120,604,619","20,843,568","99,761,052","82,527,774",27,"18,342,669",71,"20,990,935",116
이루넷,041030,2000-05-30,-,-,"그외 기타 전문, 과학 및 기술 서비스업",0,0,0,0,0,0,0,0,0
에스에이엠티,031330,2000-05-23,2021,12월,기계장비 및 관련 물품 도매업,"419,397,965","185,294,334","234,103,631","1,801,179,043",45,"61,955,779",81,"45,000,348",71
넥스콘테크,038990,2000-05-23,-,-,일차전지 및 축전지 제조업,0,0,0,0,0,0,0,0,0
NICE평가정보,030190,2000-05-16,2021,12월,기타 정보 서비스업,"416,798,080","122,316,943","294,481,137","422,968,076",10,"71,491,058",19,"52,601,444",16
포이보스,038810,2000-05-09,-,-,기록매체 복제업,0,0,0,0,0,0,0,0,0
모빌링크,041310,2000-05-09,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
이건홀딩스,039020,2000-05-04,2021,12월,제재 및 목재 가공업,"184,845,536","27,618,200","157,227,336","14,245,915",104,"8,786,393","3,071","7,462,781","4,805"
그린기술투자,025340,2000-05-04,-,-,신탁업 및 집합투자업,0,0,0,0,0,0,0,0,0
위즈코프,038620,2000-05-04,2021,12월,연료 소매업,"83,154,869","9,215,874","73,938,996","33,197,754",21,"788,327",56,"-5,798,421",-377
파인디지털,038950,2000-05-04,2021,12월,통신 및 방송 장비 제조업,"97,362,560","11,400,692","85,961,867","85,123,361",-3,"3,365,044",-37,"4,062,847",-25
나이스정보통신,036800,2000-05-03,2021,12월,전기 통신업,"354,528,341","100,501,506","254,026,834","226,860,332",8,"38,524,107",26,"29,910,883",289
엔플렉스,040130,2000-05-03,-,-,,0,0,0,0,0,0,0,0,0
아이에이,038880,2000-04-27,2021,12월,전자부품 제조업,"149,418,154","25,149,262","124,268,892","44,047,312",-3,"4,819,671",8,"10,477,898",-9
